Date time,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Resource_Allocation
2022-02-25 12:25:15,USER_1514,Inconnu,999,118,26,
2022-06-02 09:01:36,USER_8682,Inconnu,-95,Error,84,98
2023-11-09 21:27:31,USER_1767,,-99,211,68,100
2022-09-26 12:43:15,,Inconnu,,153,27,80
2022-02-17 14:07:48,USER_2220,IoT,-64,278,86,5
2022-11-20 06:12:26,USER_9944,Inconnu,-64,6,22,19
2022-11-01 10:47:19,USER_5799,,-52,5000,-5,
2022-10-16 08:45:53,USER_5536,Appel Vidéo,-58,Error,31,58
2023-05-07 07:47:16,USER_5099,Navigation,-65,61,23,9
2023-03-11 19:31:41,USER_2152,Navigation,-67,244,25,71
2022-01-25 14:29:13,USER_4640,Streaming,-117,Error,9999,95
2022-06-08 17:22:17,USER_3092,Inconnu,-83,-10,,Corrupt
2022-08-14 03:45:13,USER_7939,,-74,154,6,
2024-12-09 15:47:11,USER_4377,Navigation,-100,273,-5,Corrupt
2022-08-04 08:50:28,USER_8949,Navigation,-50,199,50,8
,USER_8029,Streaming,-56,157,82,79
2022-03-04 06:40:04,USER_2747,Streaming,-44,176,-5,7
2022-10-20 08:57:25,USER_3217,,-72,173,25,27
2021-12-17 07:55:01,123ABC,,-41,249,85,68
2024-03-15 19:33:10,USER_5416,Appel Vidéo,,162,23,96
2022-10-09 01:22:50,USER_5479,,-75,240,-5,84
2023-11-11 09:12:30,USER_5598,,-53,253,18,44
2024-07-23 08:44:09,USER_3758,,-75,,88,18
2023-07-03 21:59:57,USER_5748,Navigation,-78,,-5,150
2024-06-01 03:50:44,USER_2960,Streaming,-98,101,25,41
2023-01-28 20:16:29,USER_3111,Appel Vidéo,-97,239,9999,74
2023-02-13 15:46:09,,Navigation,-42,,69,42
2022-10-30 20:33:16,USER_4913,Streaming,-68,110,97,29
2022-11-16 04:35:50,USER_7569,Navigation,-55,270,80,10
2022-05-18 16:46:17,USER_4273,Streaming,-108,261,34,6
2022-06-09 10:09:13,USER_9577,,-43,35,54,37
2024-09-21 21:27:54,USER_1270,Streaming,-91,124,N/A,56
2024-04-27 02:37:24,123ABC,,-48,,9999,40
2024-12-13 01:37:42,USER_6196,Navigation,-47,165,39,
2023-07-05 05:23:50,USER_9313,Navigation,-102,214,21,17
2024-11-19 21:50:52,USER_5191,IoT,-102,71,28,45
2022-07-27 20:17:23,USER_4557,Inconnu,-89,249,85,150
2022-06-15 06:08:25,USER_1763,Inconnu,-47,112,46,47
2022-03-03 16:22:08,USER_9538,Appel Vidéo,-74,149,9999,70
2023-02-11 06:01:31,USER_6657,Navigation,-75,34,12,10
2023-03-20 12:01:03,USER_9210,,-106,201,63,70
2023-08-18 16:18:29,USER_8398,Inconnu,-93,112,65,49
2022-09-08 19:01:31,,IoT,Invalid,5000,N/A,26
2024-10-04 20:45:05,USER_7613,Inconnu,999,138,80,150
2024-11-19 10:40:32,123ABC,Streaming,-45,152,70,54
2022-09-19 17:10:47,USER_5090,IoT,Invalid,44,30,83
N/A,USER_2218,Navigation,-81,249,77,35
2022-01-17 23:55:46,USER_7582,Navigation,-48,259,58,55
2024-07-01 04:55:58,USER_1481,,-70,278,44,13
2024-01-19 20:05:47,USER_5850,IoT,-45,277,72,36
2022-10-08 04:30:12,USER_7970,IoT,-61,5000,88,54
2022-08-14 00:38:36,USER_3750,IoT,-41,223,19,90
2022-06-10 08:40:53,USER_6991,IoT,-200,227,17,81
2022-08-07 02:07:33,USER_3114,Inconnu,-92,104,95,8
2023-12-06 14:35:47,USER_2244,Appel Vidéo,-88,26,6,55
2022-10-12 17:08:47,,Appel Vidéo,-60,13,51,Corrupt
2022-09-17 05:39:38,USER_2009,Streaming,-66,178,49,26
2024-06-20 05:07:00,USER_7704,IoT,-47,141,18,-50
2022-03-08 10:35:08,123ABC,Navigation,999,189,60,23
N/A,USER_5279,,-200,49,9999,9
2023-04-06 06:49:36,USER_2280,,-102,243,81,150
2023-01-10 14:59:36,USER_6492,IoT,-57,260,77,79
2024-06-08 18:54:40,USER_4083,Navigation,-89,91,N/A,48
2023-01-07 23:36:08,USER_3220,,-86,-10,68,66
2024-08-25 14:58:09,USER_6690,,-66,94,71,17
2022-08-01 10:01:37,USER_2997,Appel Vidéo,-85,,54,99
2022-09-18 05:50:51,USER_1877,Inconnu,-52,116,54,80
2022-11-22 01:31:54,USER_8379,Inconnu,-101,5000,37,70
2024-06-27 18:08:33,USER_9488,Streaming,-51,189,61,71
Invalid,USER_9520,Streaming,-82,Error,85,8
2024-03-16 15:55:47,USER_3477,IoT,-200,181,9,8
2024-07-04 02:34:38,USER_9169,,-111,138,91,72
2023-04-30 21:21:59,USER_1953,Streaming,-62,265,N/A,58
2024-05-05 14:05:52,,Navigation,Invalid,71,83,-50
2024-08-25 04:59:29,USER_5336,Appel Vidéo,999,216,50,59
2022-04-09 12:39:55,Duplicate,IoT,-62,160,,Corrupt
2021-12-31 10:39:37,USER_4330,Navigation,-73,162,20,94
2021-12-25 06:44:14,USER_8895,Appel Vidéo,-103,36,-5,
2023-02-13 02:46:00,USER_8255,,-80,221,14,Corrupt
2022-08-10 08:42:52,USER_5848,Inconnu,-61,285,94,65
2024-05-24 07:19:51,USER_6699,IoT,-72,227,81,45
2024-05-04 04:32:45,USER_1777,Navigation,-84,208,N/A,26
2023-08-09 17:52:57,USER_3069,Navigation,-63,60,52,Corrupt
2024-03-03 14:10:51,USER_1319,,-116,166,84,89
2022-07-17 10:10:14,USER_3572,Navigation,-87,92,81,62
2022-09-12 11:15:12,USER_6394,Streaming,-106,282,52,70
2023-04-21 03:45:47,USER_1093,,-79,38,21,99
2022-01-20 01:54:14,USER_8249,Inconnu,-111,230,6,2
2024-07-03 13:47:23,USER_6133,Navigation,-99,271,76,67
2023-08-10 21:36:38,USER_6909,Navigation,-76,88,55,-50
2023-01-18 13:33:41,USER_3069,Inconnu,-60,283,48,0
2022-03-22 08:39:16,USER_7637,Appel Vidéo,-96,122,45,-50
2022-05-22 21:12:29,USER_1965,Inconnu,-50,20,46,66
2022-09-26 00:29:50,USER_8840,Inconnu,-79,127,77,11
2022-04-15 02:31:39,USER_4865,Appel Vidéo,999,121,18,62
Invalid,USER_2393,IoT,999,261,18,0
2024-01-21 16:19:19,USER_3594,IoT,-47,274,82,65
2023-12-06 05:26:39,USER_4877,Inconnu,-75,37,,22
2023-01-16 09:13:29,USER_8447,Inconnu,-40,21,46,62
2024-03-07 06:03:16,USER_3345,Appel Vidéo,-116,243,6,61
2022-12-15 10:26:49,USER_9418,,-109,83,35,69
2023-03-24 11:15:57,USER_1005,IoT,-101,189,39,69
2024-08-01 20:36:28,USER_9551,Navigation,-69,219,50,47
2024-07-25 17:38:56,USER_7854,Streaming,-83,-10,54,-50
2024-03-30 13:45:51,USER_7314,Streaming,-64,110,91,7
2022-02-17 12:47:45,USER_5264,Appel Vidéo,-115,241,81,-50
2022-01-07 17:24:03,USER_1384,IoT,-101,207,N/A,-50
2022-01-12 10:53:33,USER_9881,IoT,-46,142,8,Corrupt
2022-01-11 16:54:54,USER_4861,Navigation,-47,289,64,48
2022-06-16 10:50:33,USER_9086,,-118,67,N/A,91
2023-11-02 21:51:30,USER_7668,Inconnu,-115,20,43,Corrupt
2023-10-29 17:23:14,USER_1166,Inconnu,-55,76,33,100
2023-02-16 13:53:25,USER_3713,,-98,Error,53,47
2023-09-03 18:02:26,USER_7598,,-77,260,,20
2023-10-06 03:32:00,USER_5448,,-113,211,52,50
2022-04-09 10:27:05,USER_9122,IoT,-85,172,83,42
2023-07-22 02:36:37,USER_2995,,999,266,6,-50
2023-10-12 12:25:36,USER_1823,Appel Vidéo,-112,32,50,94
2023-06-06 09:09:00,USER_9795,Navigation,-200,111,N/A,100
2024-12-06 23:49:13,USER_3690,Inconnu,-115,245,9999,61
2022-05-10 12:34:59,USER_5110,Streaming,-77,149,35,27
2022-07-24 00:34:52,USER_7725,IoT,-118,30,98,70
2023-01-25 14:11:57,USER_7248,Streaming,-57,32,87,64
2023-11-19 05:19:43,,Streaming,-112,193,57,
2024-02-06 09:35:41,USER_1272,,-69,43,76,33
2023-01-24 01:08:59,USER_3968,Appel Vidéo,-60,276,60,46
2024-02-06 23:17:01,USER_9484,Appel Vidéo,-71,253,56,92
2022-11-30 00:58:00,USER_1966,Streaming,999,13,61,55
2024-09-22 20:01:51,USER_8888,IoT,-101,191,93,0
2023-08-31 20:57:46,USER_6965,,-119,237,79,71
2022-11-27 06:55:11,USER_4228,,-70,40,-5,12
2023-05-31 11:54:06,Duplicate,IoT,-71,108,37,25
2024-04-12 14:12:30,USER_6046,Streaming,-97,256,90,34
2022-12-31 04:10:18,USER_4220,Appel Vidéo,-53,215,93,30
2023-04-18 11:18:52,USER_6289,Streaming,-120,131,9999,92
2022-01-29 20:52:25,USER_9152,,-119,264,95,27
2022-07-03 14:42:36,USER_2847,,-96,83,38,5
2024-11-12 04:49:16,USER_3641,Inconnu,999,65,13,75
2023-10-17 09:44:31,USER_5338,,-105,217,-5,
2023-01-12 07:13:14,USER_9654,Navigation,-107,250,63,
2023-08-07 00:09:49,USER_7438,IoT,-110,238,12,Corrupt
2024-02-29 03:08:43,USER_1092,Inconnu,-74,5000,81,68
2023-07-05 16:48:22,USER_1906,,-55,227,27,82
2022-02-06 10:44:11,USER_6173,,-109,181,50,78
2024-11-01 12:41:45,USER_5891,,999,-10,29,34
2024-04-21 05:11:13,USER_8682,,-112,152,64,62
2022-04-08 19:31:51,USER_6956,,-77,262,23,54
2023-01-30 11:35:28,USER_8659,Streaming,-107,132,45,Corrupt
2022-06-29 09:51:58,USER_9476,Appel Vidéo,-62,223,93,21
2024-12-13 15:48:25,USER_7813,IoT,-69,,60,5
2023-06-06 17:43:20,USER_1242,Navigation,-110,262,,78
2022-01-29 03:17:33,USER_3729,Appel Vidéo,-53,16,18,87
2024-08-10 03:53:40,USER_1051,,-108,57,-5,8
2022-03-09 03:41:52,USER_5910,Appel Vidéo,-109,61,29,12
2022-03-02 18:59:07,USER_2861,Appel Vidéo,-115,57,92,17
2023-02-09 01:31:45,USER_4327,IoT,999,-10,19,56
2023-05-14 21:08:18,USER_1101,,-86,247,70,Corrupt
2023-10-27 18:02:26,USER_8555,Streaming,-105,160,-5,49
Invalid,,,-87,106,78,60
2023-01-06 22:23:20,USER_2865,Appel Vidéo,-51,163,68,
2024-09-17 19:51:49,,,-45,,72,53
2023-02-19 17:32:33,USER_1891,Navigation,-84,92,81,19
2024-05-02 15:37:34,USER_2088,Navigation,-87,215,,16
2022-08-10 03:06:01,USER_7776,Streaming,-95,5000,5,35
,USER_3286,IoT,-55,67,86,30
2022-08-06 06:56:28,USER_5723,IoT,-117,248,14,94
2023-06-14 17:08:23,USER_3317,IoT,-97,29,45,27
2022-01-02 10:12:46,USER_6188,,-59,51,73,86
2022-03-27 22:56:57,USER_6674,Streaming,-77,10,82,74
2024-11-04 01:49:18,USER_4271,Appel Vidéo,-118,96,24,
2022-09-17 22:54:13,USER_6714,IoT,-80,82,44,58
2022-12-17 03:10:53,USER_4615,Appel Vidéo,-86,5000,2,85
2022-06-13 21:23:24,USER_3337,Navigation,-98,88,69,38
2024-06-12 00:34:41,USER_2677,Inconnu,-86,85,25,40
2022-01-19 23:05:53,USER_2536,Inconnu,-87,158,33,17
2022-11-04 20:28:04,USER_2991,IoT,-200,217,82,68
2022-11-05 08:00:07,USER_8866,Appel Vidéo,-76,196,34,13
2022-08-06 16:12:54,USER_9818,Navigation,-101,270,4,59
2022-07-10 01:09:10,USER_1724,Inconnu,-94,117,,
2023-11-04 02:51:44,USER_3020,IoT,-68,Error,42,18
2022-10-06 22:05:45,USER_2345,IoT,-44,108,20,57
2023-09-21 01:26:29,USER_7611,Appel Vidéo,-76,40,-5,95
2022-12-06 13:41:10,USER_6224,IoT,-62,259,54,70
2024-06-01 21:11:40,USER_7883,Navigation,-46,5000,87,16
2024-09-29 20:44:38,,IoT,-43,43,31,57
N/A,USER_6383,,-64,Error,33,81
2023-11-07 09:20:34,USER_1303,Streaming,-98,209,83,94
2022-03-14 15:12:57,,,-200,160,9999,56
2023-09-08 15:16:54,USER_2638,Appel Vidéo,999,81,9999,80
2023-04-27 02:03:58,USER_9328,IoT,-89,41,,13
2023-04-15 10:29:25,USER_2593,Inconnu,-103,237,7,7
2024-04-15 18:37:40,USER_5068,IoT,-47,71,12,99
2024-10-05 21:19:38,USER_6757,Appel Vidéo,Invalid,196,8,96
2024-05-19 00:52:33,USER_4646,Streaming,-55,42,30,75
2022-03-04 11:58:15,USER_1274,Appel Vidéo,-96,159,48,62
2022-06-16 07:09:19,USER_7193,Streaming,-43,241,27,150
2023-03-30 21:20:57,USER_5757,Navigation,-51,,30,-50
2024-06-16 10:38:35,USER_9134,Navigation,-117,297,13,46
2024-06-18 18:31:05,USER_4279,Navigation,-83,134,1,24
2024-11-14 06:11:15,USER_7924,Streaming,-92,285,20,0
2024-03-15 20:04:46,USER_8207,Streaming,-54,165,73,39
2024-08-04 12:01:55,USER_3082,Streaming,-112,183,72,34
2024-05-03 09:15:01,USER_4632,Streaming,-81,5000,91,16
2023-05-30 13:13:56,123ABC,Inconnu,-85,210,,17
2024-06-11 18:24:10,USER_9898,,-111,45,73,150
N/A,USER_5059,IoT,-50,15,92,94
2022-01-04 05:39:44,USER_7792,Inconnu,-101,103,91,84
2022-02-03 23:25:19,USER_4471,Appel Vidéo,-104,81,9999,21
2024-07-04 13:04:35,USER_4438,Streaming,-105,300,76,97
2024-05-12 11:15:24,USER_1570,Appel Vidéo,-54,,38,82
2024-09-24 20:45:01,USER_9836,IoT,-59,281,55,40
2023-10-14 03:30:10,,IoT,-64,184,41,84
2024-06-14 16:38:35,USER_7383,Inconnu,Invalid,Error,83,19
2022-11-12 03:00:20,USER_4480,,999,121,91,47
2023-03-26 15:32:01,USER_5688,Appel Vidéo,Invalid,271,61,69
Invalid,USER_8569,,-117,-10,,Corrupt
2023-05-07 08:35:55,USER_9306,Inconnu,-102,111,41,4
2024-10-30 08:35:46,USER_3451,Streaming,-52,165,37,74
2022-10-18 10:25:13,USER_4048,,-64,119,63,95
2024-12-08 02:47:22,USER_2228,Streaming,-81,69,N/A,150
2022-05-29 08:09:23,USER_9440,Inconnu,-42,182,37,59
2022-01-30 22:19:06,USER_4891,IoT,-48,220,-5,87
2023-04-05 12:54:43,USER_5738,Inconnu,-75,5000,15,Corrupt
Invalid,USER_4257,Navigation,-116,267,24,66
2023-02-04 11:19:08,USER_4537,Appel Vidéo,-101,33,78,0
,USER_9371,Navigation,-114,239,31,100
2024-09-02 12:35:41,USER_5491,Appel Vidéo,-48,219,32,38
2022-06-26 03:25:20,USER_3579,Navigation,-88,267,3,39
Invalid,USER_7237,Appel Vidéo,-85,,14,68
2023-02-10 14:02:36,USER_3244,IoT,-61,198,100,77
2023-10-30 07:23:50,USER_6046,Streaming,-95,13,70,40
2023-02-04 14:26:10,USER_5501,Navigation,-73,16,75,-50
2022-05-07 00:40:50,USER_9701,Streaming,-87,-10,6,50
2023-09-29 06:05:44,USER_7421,Inconnu,-102,218,22,22
2024-03-19 09:31:51,USER_8842,Streaming,-60,174,8,30
2024-12-08 07:09:30,USER_2107,Appel Vidéo,-200,294,31,54
2022-09-04 20:22:17,123ABC,IoT,-43,101,2,44
2024-12-03 16:46:26,USER_3088,Inconnu,-69,41,10,64
2023-03-06 16:30:27,USER_5001,Navigation,-98,232,61,18
2024-11-09 06:30:24,USER_9971,,-59,153,4,94
2022-05-13 20:38:43,USER_3438,,Invalid,76,-5,
2022-07-19 02:15:33,USER_7537,Inconnu,999,140,40,27
2023-05-18 20:21:24,USER_8059,Appel Vidéo,-200,184,19,69
2022-05-08 15:05:11,USER_2583,Inconnu,-46,166,85,11
2021-12-17 22:37:00,USER_3201,Streaming,-59,142,14,38
2024-01-16 06:42:43,USER_2145,IoT,-101,103,63,3
2023-10-15 18:32:41,USER_8509,Navigation,-52,259,98,1
2024-02-13 01:15:15,USER_3449,Appel Vidéo,999,283,62,70
2021-12-31 01:09:58,USER_6188,,-80,-10,62,64
2023-11-01 02:23:48,USER_8876,Inconnu,-56,202,82,98
2022-04-23 02:46:13,USER_7120,Appel Vidéo,-101,211,44,55
2024-03-03 16:43:42,USER_4989,Inconnu,-102,33,44,97
2024-03-18 16:35:16,USER_3486,Navigation,-48,42,16,55
2024-09-17 22:23:33,USER_9590,,-45,113,20,89
2023-09-04 06:10:59,USER_4788,IoT,,257,53,17
2023-09-20 17:52:54,USER_6609,IoT,-109,11,100,Corrupt
2022-06-20 17:05:27,USER_4317,Appel Vidéo,-97,41,73,95
2023-11-10 23:28:52,USER_2683,,-73,5000,76,95
2023-06-28 08:37:03,USER_6428,Streaming,999,181,18,94
2023-12-30 02:31:38,,Streaming,,286,61,-50
2024-04-19 18:30:41,USER_2518,Streaming,-80,69,22,-50
2024-07-27 11:16:49,USER_7862,Appel Vidéo,,176,9999,98
2023-03-21 04:05:10,USER_7140,Streaming,-120,-10,41,150
2022-04-14 10:04:28,USER_4001,,-44,45,77,100
2024-06-10 20:24:44,USER_3633,Appel Vidéo,-67,160,-5,80
2022-02-19 12:01:13,123ABC,Appel Vidéo,-48,27,65,86
2024-02-25 11:09:35,USER_5268,Appel Vidéo,-65,173,69,78
2022-10-07 20:36:43,,Navigation,-117,104,1,93
2024-07-12 04:12:16,USER_3306,IoT,-46,20,N/A,42
2023-02-15 15:01:16,123ABC,Inconnu,-114,130,N/A,97
2023-09-02 20:04:27,USER_8291,Appel Vidéo,-84,248,99,34
2023-02-10 05:06:07,USER_7738,Streaming,,202,39,64
2024-01-24 13:28:15,USER_3833,Navigation,-43,26,22,96
2024-02-22 21:14:02,USER_5785,IoT,-49,48,94,73
2022-01-02 14:44:58,USER_9940,Navigation,-86,139,81,36
2022-10-22 17:55:51,USER_4787,Navigation,-89,9,5,70
Invalid,USER_6242,,-104,204,25,-50
,USER_1906,Appel Vidéo,-86,283,54,38
2022-11-27 22:59:02,123ABC,Inconnu,-77,65,N/A,14
2023-05-02 13:52:25,USER_4639,Appel Vidéo,-89,97,100,79
2022-01-04 10:01:28,USER_5563,,-113,100,N/A,1
Invalid,USER_1060,IoT,-92,-10,22,150
2024-02-02 13:00:10,USER_8122,Streaming,-110,107,,-50
2022-09-29 05:57:13,USER_1199,,-113,37,38,33
2024-09-03 09:59:59,123ABC,Navigation,-91,258,9999,Corrupt
2022-07-09 03:00:51,USER_1350,Navigation,-77,5,57,46
2023-04-11 07:25:27,USER_4686,Streaming,-96,167,19,83
2023-12-17 00:06:22,USER_7076,Appel Vidéo,-75,204,99,40
2023-03-02 20:34:34,USER_7867,,-69,45,16,54
2023-10-13 14:39:23,USER_3755,,999,18,9999,9
2023-03-14 05:30:16,USER_6172,Inconnu,-50,,45,65
2022-02-08 06:01:40,USER_4187,IoT,-97,284,16,-50
2023-04-27 04:56:26,USER_9033,Streaming,-55,178,62,17
2023-05-28 04:32:37,USER_7032,Inconnu,-84,109,34,15
2023-06-27 20:21:40,USER_7100,Streaming,-71,20,6,41
2023-04-01 15:56:50,USER_3194,Inconnu,-78,-10,45,85
2023-11-29 15:37:16,USER_4510,Streaming,-57,135,93,
2024-09-13 18:05:39,USER_5693,IoT,-88,153,75,74
2023-07-18 07:58:39,Duplicate,IoT,-68,14,5,44
2022-06-24 21:45:29,USER_6823,Appel Vidéo,-47,98,27,73
2024-02-26 12:22:17,USER_7495,,-200,33,67,58
2022-09-02 09:08:51,USER_5820,Streaming,-70,133,45,84
2023-07-08 23:26:01,USER_1194,Streaming,999,289,42,
2024-09-21 15:55:43,USER_7298,,-55,,2,6
2024-08-15 01:23:30,USER_7535,Navigation,-73,161,51,51
2023-02-04 13:51:26,USER_5695,,-113,-10,44,0
N/A,USER_7882,Navigation,999,228,94,25
2023-05-20 23:30:33,USER_9454,Appel Vidéo,Invalid,177,63,
2024-06-10 05:46:04,USER_2657,,,140,58,71
2024-08-02 16:39:21,USER_6143,Inconnu,-73,68,60,30
2022-10-21 01:03:32,USER_2185,Streaming,-70,212,27,
2024-03-18 12:57:10,USER_5422,Navigation,-53,135,41,13
2023-03-23 21:54:22,USER_6574,Streaming,,197,,41
Invalid,123ABC,,-119,190,79,9
2022-09-30 23:39:28,USER_8534,IoT,-118,8,-5,32
2023-02-26 13:07:08,USER_5877,,999,9,61,98
2024-10-22 18:21:05,USER_4534,Appel Vidéo,-114,67,96,-50
2022-08-31 15:50:02,USER_1148,Appel Vidéo,-118,252,37,79
Invalid,USER_8066,Appel Vidéo,-104,164,87,67
2022-02-27 05:21:44,USER_6847,IoT,999,-10,7,13
2023-04-25 07:29:46,Duplicate,Appel Vidéo,-45,269,,9
2023-10-25 21:22:43,USER_5367,IoT,-79,48,90,150
2024-11-20 05:35:45,USER_2087,Streaming,-54,,42,75
2023-10-17 07:25:49,USER_3482,Navigation,-55,205,,40
2022-05-17 01:54:23,USER_6369,Streaming,-45,,42,11
2023-03-20 11:54:03,USER_5693,IoT,-61,Error,98,Corrupt
2022-11-21 09:42:11,USER_4022,IoT,-80,122,45,
2022-02-07 11:54:18,USER_4075,Inconnu,-119,Error,90,39
2024-09-06 08:48:11,USER_2299,Inconnu,-79,216,94,21
2023-06-09 22:54:15,USER_3714,,-77,116,12,79
2021-12-24 21:44:39,USER_5212,,-58,171,69,0
2023-05-07 14:28:31,USER_3743,,-93,195,61,14
2023-03-01 20:34:17,USER_6426,Inconnu,-200,108,79,
2024-05-15 23:16:36,USER_6199,IoT,,299,59,58
2022-08-20 13:32:05,USER_2593,Navigation,-86,226,64,72
2024-03-01 14:43:28,USER_6718,,-118,247,91,94
2024-07-04 09:48:40,USER_2611,Navigation,-52,15,66,3
2023-10-03 19:45:03,USER_2842,Streaming,-68,5000,31,40
2023-05-24 21:58:05,USER_2664,Appel Vidéo,-114,153,77,50
2022-01-10 13:14:07,USER_4124,Appel Vidéo,,291,31,-50
2022-07-08 02:20:45,USER_3350,,-70,62,88,71
2023-11-01 08:55:09,USER_5722,IoT,-79,-10,6,64
2023-04-07 18:35:53,USER_3362,IoT,-47,289,30,
,USER_3879,Navigation,-49,75,61,Corrupt
2022-04-13 01:54:13,USER_7949,Streaming,-78,39,,150
2022-04-20 21:20:09,Duplicate,,-71,239,20,62
2023-08-08 04:25:33,USER_4353,Inconnu,-41,276,29,-50
2024-08-20 06:21:17,123ABC,,-59,70,63,98
2022-08-20 23:36:28,USER_1501,Appel Vidéo,-44,11,46,11
2024-01-23 12:27:35,USER_5013,Navigation,-67,280,73,77
2022-01-15 10:53:43,USER_7325,IoT,999,274,24,21
2022-08-28 12:31:52,,,-67,29,50,27
2022-04-17 01:33:36,USER_9528,IoT,-93,-10,,61
2023-04-14 04:22:47,USER_7060,,-98,295,-5,80
2022-12-03 03:11:19,123ABC,Navigation,-48,Error,62,18
2024-02-22 13:00:21,USER_1387,Appel Vidéo,-86,Error,32,12
2024-03-20 13:08:21,USER_1749,,-200,Error,10,38
2024-11-20 20:42:01,Duplicate,Inconnu,-99,74,21,99
2023-09-12 12:35:33,USER_1970,Inconnu,-55,16,-5,66
2024-05-05 17:44:11,USER_7182,Navigation,999,230,20,40
2022-12-04 20:06:41,USER_7652,,-92,5000,36,150
2022-12-22 08:54:43,USER_4658,,-47,184,83,99
2023-12-28 13:36:01,USER_6678,Inconnu,999,148,85,29
2023-06-16 00:49:29,USER_4858,Appel Vidéo,-57,Error,44,26
2024-07-17 07:24:17,USER_7957,Inconnu,-83,291,33,16
2024-03-25 15:41:38,USER_2028,Inconnu,-71,-10,38,48
N/A,USER_3084,Inconnu,-47,88,95,60
2022-05-23 03:19:10,USER_7913,IoT,-57,190,67,90
2023-05-01 13:24:03,USER_3144,Streaming,,95,4,6
2024-11-19 15:41:29,USER_8074,IoT,Invalid,106,99,97
2024-02-13 22:11:58,USER_7914,Appel Vidéo,-40,56,46,100
2023-07-11 11:15:04,USER_3262,Navigation,-54,273,96,15
2024-05-12 01:39:08,USER_4715,Appel Vidéo,-79,135,73,5
2024-04-06 06:41:15,USER_5007,Navigation,-44,132,67,47
2024-12-09 13:05:01,USER_7440,Streaming,,52,18,44
2022-01-15 06:00:28,,Inconnu,-48,25,9999,42
2022-07-02 09:19:49,USER_1670,Navigation,-52,143,64,94
2024-10-24 05:25:04,123ABC,Appel Vidéo,-77,52,96,17
2023-07-17 01:24:52,USER_6165,Appel Vidéo,-75,123,N/A,86
2023-11-16 08:38:55,USER_3291,Inconnu,-200,13,N/A,24
2024-02-08 08:39:18,USER_3323,IoT,-94,13,9999,Corrupt
2022-12-30 17:51:33,USER_4304,Appel Vidéo,-88,96,86,150
2024-04-07 01:02:38,USER_4804,Inconnu,-200,230,76,150
2022-08-20 09:01:37,USER_1328,Inconnu,-200,Error,78,0
2023-09-11 09:00:42,USER_4892,Streaming,-94,38,-5,51
2021-12-19 22:58:19,USER_2877,Appel Vidéo,-66,116,46,69
2022-01-08 13:03:23,USER_6873,IoT,-98,,,22
2024-06-19 12:13:09,USER_9298,Appel Vidéo,-46,79,1,Corrupt
2023-07-09 13:54:15,USER_9684,Streaming,-100,142,N/A,59
2023-11-23 17:59:53,USER_8344,Inconnu,-92,Error,67,150
2022-01-18 04:22:29,USER_3926,Appel Vidéo,-77,175,30,50
2023-07-14 19:18:50,USER_7539,Navigation,-66,180,46,45
2023-11-22 18:00:15,USER_4575,IoT,-102,267,32,82
2024-08-10 00:06:33,USER_3483,Appel Vidéo,-85,104,-5,69
2024-02-03 03:41:51,USER_6101,Appel Vidéo,-65,155,58,21
2023-01-13 20:44:58,Duplicate,Streaming,,167,45,99
2023-03-15 03:19:00,USER_7450,Streaming,-42,36,29,8
2023-11-05 16:42:53,USER_4182,Navigation,-58,131,82,32
2023-05-18 17:11:15,USER_1778,Streaming,-98,,9999,
2024-07-16 04:42:28,USER_7251,,-60,219,22,
2024-04-14 17:52:09,123ABC,,-87,251,9999,30
2023-12-20 12:07:08,USER_8475,Navigation,-120,5000,47,97
2024-08-05 10:51:31,USER_7344,Appel Vidéo,-114,46,29,76
2024-06-23 23:45:01,USER_1750,Streaming,-119,-10,,91
2022-10-04 13:27:24,USER_1762,Streaming,-74,118,96,60
2022-07-13 05:55:26,USER_7168,Inconnu,-112,210,17,17
2024-10-26 19:58:56,USER_9895,,-54,32,22,93
2022-06-26 12:02:34,USER_6803,Appel Vidéo,-90,282,12,89
2024-03-30 07:20:10,USER_2072,Appel Vidéo,-119,96,87,93
2024-08-20 10:15:37,USER_2086,Appel Vidéo,-109,Error,72,19
2022-10-21 15:04:17,USER_3933,Streaming,-106,165,12,63
2024-06-09 15:34:52,USER_4551,Appel Vidéo,-60,46,23,67
2024-05-17 17:18:56,USER_9594,Inconnu,-63,298,43,96
2024-09-04 15:28:34,123ABC,IoT,-49,86,66,
2022-04-28 13:59:42,USER_4047,Inconnu,-103,210,74,64
2021-12-16 23:32:22,Duplicate,,-50,33,,33
2023-08-29 10:00:25,USER_5594,Streaming,-200,103,-5,9
2022-09-23 00:42:05,USER_6710,,-60,267,71,10
2022-02-14 00:12:53,USER_6652,Navigation,-89,280,90,4
2024-07-29 09:40:46,USER_1511,Streaming,-70,69,29,88
2022-09-01 11:02:51,USER_9201,Navigation,-108,31,12,79
2023-01-12 02:35:13,Duplicate,Streaming,-90,252,50,-50
2024-03-21 22:44:20,USER_6529,Navigation,-55,Error,78,84
2024-07-20 15:04:31,USER_6346,Appel Vidéo,-91,281,9999,62
2022-12-24 22:14:43,USER_1237,Navigation,-200,72,14,66
2023-03-27 00:46:19,USER_7517,Navigation,-64,255,52,51
2022-10-30 20:59:24,USER_6389,,-92,274,47,100
2023-12-23 06:05:34,USER_2513,Inconnu,-200,34,-5,90
